,ID_ INCIDENCIA,TEMP_F1,ESTADO_TEMP,FECHA_INSPECCION,TAG_EQUIPO,DESCRIPCION_COMPONENTE,RUTA_INSP,LADO_POLIN
3226,ba19f46c,28.0,ENFRIAR,16/10/2025,531-26-1100,POLÍN COLA,R004,LADO ACCIONAMIENTO
3227,2317743f,18.0,NORMAL,16/10/2025,531-26-2101,POLÍN COLA,R004,LADO ACCIONAMIENTO
3228,d97122c4,39.0,ENFRIAR,16/10/2025,531-26-2101,REDUCTOR,R004,LADO ACCIONAMIENTO
3229,37f1f466,26.0,NORMAL,16/10/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO LIBRE
3230,7dd4446e,42.0,ENFRIAR,16/10/2025,531-26-1100,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
3231,28256b2a,69.0,REQUIERE CAMBIO,16/10/2025,531-26-1100,REDUCTOR,R004,LADO ACCIONAMIENTO
3232,30e1699c,20.0,NORMAL,16/10/2025,531-26-1101,POLÍN MOTRIZ,R004,LADO ACCIONAMIENTO
3233,a57637ab,20.0,NORMAL,16/10/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
3234,f30c5bb2,26.0,NORMAL,16/10/2025,531-26-1101,POLÍN COLA,R004,LADO ACCIONAMIENTO
3235,c8b96e37,44.0,ENFRIAR,16/10/2025,531-26-1101,REDUCTOR,R004,LADO ACCIONAMIENTO
3236,870784dc,32.0,ENFRIAR,16/10/2025,531-26-1124,POLÍN ANGULAR INFERIOR,R005,LADO LIBRE
3237,e2c4e8f9,32.0,ENFRIAR,16/10/2025,531-26-1124,POLÍN ANGULAR SUPERIOR,R005,LADO LIBRE
3238,93fc10ae,26.0,NORMAL,16/10/2025,531-26-2124,POLÍN ANGULAR SUPERIOR,R005,LADO LIBRE
3239,11d8fffe,24.0,NORMAL,16/10/2025,531-26-2124,POLÍN ANGULAR INFERIOR,R005,LADO LIBRE
3240,00a39105,24.0,NORMAL,16/10/2025,531-26-2124,POLÍN MOTRIZ,R005,LADO LIBRE
3241,00bb9648,32.0,ENFRIAR,16/10/2025,531-26-2124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
3242,5acc655bc,58.0,REQUIERE CAMBIO,24/09/2025,531-26-2124,REDUCTOR,R005,LADO ACCIONAMIENTO
3243,5acc655b,59.0,REQUIERE CAMBIO,16/10/2025,531-26-2124,REDUCTOR,R005,LADO ACCIONAMIENTO
3244,eab665b6,25.0,NORMAL,16/10/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO LIBRE
3245,b28500a7,30.0,ENFRIAR,16/10/2025,531-26-1124,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
3246,9ca7b3ac,50.0,ENFRIAR,16/10/2025,531-26-1124,REDUCTOR,R005,LADO ACCIONAMIENTO
3247,714a20aac,21.0,NORMAL,24/09/2025,531-26-1152,POLÍN COLA,R005,LADO LIBRE
3248,a9a78a20,24.0,NORMAL,16/10/2025,531-26-1152,POLÍN COLA,R005,LADO LIBRE
3249,18134785,24.0,NORMAL,16/10/2025,531-26-1152,POLÍN COLA,R005,LADO ACCIONAMIENTO
3250,c07b47f6c,38.0,ENFRIAR,24/09/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
3251,ad55cfce,34.0,ENFRIAR,16/10/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO ACCIONAMIENTO
3252,d5aad509c,36.0,ENFRIAR,24/09/2025,531-26-1152,REDUCTOR,R005,LADO ACCIONAMIENTO
3253,0795a0c1,40.0,ENFRIAR,16/10/2025,531-26-1152,REDUCTOR,R005,LADO ACCIONAMIENTO
3254,bbb047a6c,27.0,NORMAL,24/09/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO LIBRE
3255,46fe82b7,30.0,ENFRIAR,16/10/2025,531-26-1152,POLÍN MOTRIZ,R005,LADO LIBRE
3256,4da201b5,20.0,NORMAL,17/10/2025,531-26-5103,POLÍN COLA,R006,LADO LIBRE
3257,1f60ee76,17.0,NORMAL,17/10/2025,531-26-5103,POLÍN COLA,R006,LADO ACCIONAMIENTO
3258,5aa65a9e,15.0,NORMAL,17/10/2025,531-26-5103,POLÍN ANGULAR INFERIOR,R006,LADO LIBRE
3259,aa640c71,18.0,NORMAL,17/10/2025,531-26-5103,POLÍN ANGULAR SUPERIOR,R006,LADO LIBRE
3260,80f324ad,20.0,NORMAL,17/10/2025,531-26-5103,POLÍN ENVOLVENTE,R006,LADO LIBRE
3261,cbfb0d97,22.0,NORMAL,17/10/2025,531-26-5103,POLÍN MOTRIZ,R006,LADO LIBRE
3262,ce69042c,21.0,NORMAL,17/10/2025,531-26-5103,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
3263,e9b4df0b,42.0,ENFRIAR,17/10/2025,531-26-5103,REDUCTOR,R006,LADO ACCIONAMIENTO
3264,5caf6b8b,15.0,NORMAL,17/10/2025,531-26-5103,POLÍN ENVOLVENTE,R006,LADO ACCIONAMIENTO
3265,5ee8d2ae,20.0,NORMAL,17/10/2025,531-26-5100,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
3266,ee7fb125,32.0,ENFRIAR,17/10/2025,531-26-5100,REDUCTOR,R006,LADO ACCIONAMIENTO
3267,f21f5e7b,26.0,NORMAL,17/10/2025,531-26-5100,POLÍN MOTRIZ,R006,LADO LIBRE
3268,b33ce66f,20.0,NORMAL,17/10/2025,531-26-5100,POLÍN COLA,R006,LADO ACCIONAMIENTO
3269,caa963fb,22.0,NORMAL,17/10/2025,531-26-5100,POLÍN COLA,R006,LADO LIBRE
3270,1feefb95,17.0,NORMAL,17/10/2025,531-26-5102,POLÍN MOTRIZ,R006,LADO LIBRE
3271,fe26b0be,33.0,ENFRIAR,17/10/2025,531-26-5102,POLÍN MOTRIZ,R006,LADO ACCIONAMIENTO
3272,2308d012,44.0,ENFRIAR,17/10/2025,531-26-5102,REDUCTOR,R006,LADO ACCIONAMIENTO
3273,6d5161da,20.0,NORMAL,17/10/2025,531-26-5102,POLÍN COLA,R006,LADO LIBRE
3274,787f2d98,20.0,NORMAL,17/10/2025,531-26-5102,POLÍN COLA,R006,LADO ACCIONAMIENTO
3275,e36bdc86,24.0,NORMAL,17/10/2025,531-26-1157,POLÍN COLA,R007,LADO LIBRE
3276,6756048b,24.0,NORMAL,17/10/2025,531-26-1157,POLÍN COLA,R007,LADO ACCIONAMIENTO
3277,abf51dab,45.0,ENFRIAR,17/10/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO LIBRE
3278,7231bf83,31.0,ENFRIAR,17/10/2025,531-26-1157,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
3279,d567f43f,48.0,ENFRIAR,17/10/2025,531-26-1157,REDUCTOR,R007,LADO ACCIONAMIENTO
3280,db07eded,27.0,NORMAL,17/10/2025,531-26-1162,POLÍN COLA,R007,LADO LIBRE
3281,67d6c731,30.0,ENFRIAR,17/10/2025,531-26-1162,POLÍN COLA,R007,LADO ACCIONAMIENTO
3282,b99ad603,31.0,ENFRIAR,17/10/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
3283,f5ff34b9,45.0,ENFRIAR,17/10/2025,531-26-1163,REDUCTOR,R007,LADO ACCIONAMIENTO
3284,8fe97863,40.0,ENFRIAR,17/10/2025,531-26-1163,POLÍN MOTRIZ,R007,LADO LIBRE
3285,373a1751,23.0,NORMAL,17/10/2025,531-26-1163,POLÍN COLA,R007,LADO ACCIONAMIENTO
3286,44c64a51vg,10.0,NORMAL,17/10/2025,531-26-1163,POLÍN COLA,R007,LADO LIBRE
3287,1b4c4009,20.0,NORMAL,17/10/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO LIBRE
3288,2a84d8b8,30.0,ENFRIAR,17/10/2025,531-26-1162,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
3289,fc61bfb1,41.0,ENFRIAR,17/10/2025,531-26-1162,REDUCTOR,R007,LADO ACCIONAMIENTO
3290,83a6dcaf,24.0,NORMAL,17/10/2025,531-26-1164,POLÍN MOTRIZ,R007,LADO ACCIONAMIENTO
3291,07c989ea,33.0,ENFRIAR,17/10/2025,531-26-1164,REDUCTOR,R007,LADO ACCIONAMIENTO
3292,561c372e,21.0,NORMAL,17/10/2025,531-26-1164,POLÍN COLA,R007,LADO ACCIONAMIENTO
3293,ea690589,19.0,NORMAL,21/10/2025,531-26-1154,POLÍN COLA,R009,LADO ACCIONAMIENTO
3294,2ff292a4,20.0,NORMAL,21/10/2025,531-26-1154,POLÍN COLA,R009,LADO LIBRE
3295,906aa8a7,12.0,NORMAL,20/10/2025,531-26-2041,POLÍN COLA,R002,LADO LIBRE
3296,407ca2a6,13.0,NORMAL,20/10/2025,531-26-2041,POLÍN COLA,R002,LADO ACCIONAMIENTO
3297,91cbed42z,15.0,NORMAL,16/09/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO LIBRE
3298,9924b1e1c,21.0,NORMAL,26/08/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO LIBRE
3299,5891caea,22.0,NORMAL,20/10/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO LIBRE
3300,40dee503c,19.0,NORMAL,26/08/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3301,40dee503,19.0,NORMAL,20/10/2025,531-26-2041,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3302,3f79e712c,24.0,NORMAL,26/08/2025,531-26-2041,REDUCTOR,R002,LADO ACCIONAMIENTO
3303,ba565829,44.0,ENFRIAR,20/10/2025,531-26-2041,REDUCTOR,R002,LADO ACCIONAMIENTO
3304,81057c80b,19.0,NORMAL,06/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO LIBRE
3305,8c2e5c05c,19.0,NORMAL,26/08/2025,531-26-2042,REDUCTOR,R002,LADO ACCIONAMIENTO
3306,73ffe21d,13.0,NORMAL,20/10/2025,531-26-2042,REDUCTOR,R002,LADO ACCIONAMIENTO
3307,6a607708,23.0,NORMAL,26/08/2025,531-26-2042,POLÍN COLA,R002,LADO ACCIONAMIENTO
3308,634c48b0v,28.0,ENFRIAR,26/08/2025,531-26-2042,POLÍN COLA,R002,LADO LIBRE
3309,5cb738b5,21.0,NORMAL,20/10/2025,531-26-2042,POLÍN COLA,R002,LADO ACCIONAMIENTO
3310,634c48b0,29.0,ENFRIAR,20/10/2025,531-26-2042,POLÍN COLA,R002,LADO LIBRE
3311,f86ef6c9,15.0,NORMAL,12/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3312,5a90c382d,32.0,ENFRIAR,12/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO LIBRE
3313,e159bdca,13.0,NORMAL,19/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3314,5a90c382e,31.0,ENFRIAR,19/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO LIBRE
3315,7a3317c8,29.0,ENFRIAR,26/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3316,5a90c382,32.0,ENFRIAR,26/08/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO LIBRE
3317,6e6b6522,17.0,NORMAL,20/10/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3318,81057c80,19.0,NORMAL,20/10/2025,531-26-2042,POLÍN MOTRIZ,R002,LADO LIBRE
3319,7b658975c,9.0,NORMAL,26/08/2025,531-26-5022,POLÍN MOTRIZ,R002,LADO LIBRE
3320,7b658975,9.0,NORMAL,20/10/2025,531-26-5022,POLÍN MOTRIZ,R002,LADO LIBRE
3321,6fb3f301c,11.0,NORMAL,26/08/2025,531-26-5022,POLÍN COLA,R002,LADO LIBRE
3322,82452edf,10.0,NORMAL,20/10/2025,531-26-5022,POLÍN COLA,R002,LADO LIBRE
3323,d657863e,19.0,NORMAL,20/10/2025,531-26-5020,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3324,c223f4f1,43.0,ENFRIAR,20/10/2025,531-26-5020,REDUCTOR,R002,LADO ACCIONAMIENTO
3325,bf374273,22.0,NORMAL,20/10/2025,531-26-5020,POLÍN ANGULAR SUPERIOR,R002,LADO ACCIONAMIENTO
3326,7db2b1c1,11.0,NORMAL,20/10/2025,531-26-5020,POLÍN ANGULAR INFERIOR,R002,LADO ACCIONAMIENTO
3327,25866b0b,17.0,NORMAL,20/10/2025,531-26-5020,POLÍN MOTRIZ,R002,LADO LIBRE
3328,1bc64300,17.0,NORMAL,20/10/2025,531-26-5020,POLÍN ANGULAR SUPERIOR,R002,LADO LIBRE
3329,d6362fe8,18.0,NORMAL,20/10/2025,531-26-5020,POLÍN ANGULAR INFERIOR,R002,LADO LIBRE
3330,039547f4z,13.0,NORMAL,16/09/2025,531-26-1022,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
3331,e9b74d28z,36.0,ENFRIAR,16/09/2025,531-26-1022,REDUCTOR,R001,LADO ACCIONAMIENTO
3332,92cbcb6fc,12.0,NORMAL,26/08/2025,531-26-5022,POLÍN COLA,R002,LADO ACCIONAMIENTO
3333,5630166d,11.0,NORMAL,20/10/2025,531-26-5022,POLÍN COLA,R002,LADO ACCIONAMIENTO
3334,4a95b75ec,12.0,NORMAL,26/08/2025,531-26-5022,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3335,fb39085c,10.0,NORMAL,20/10/2025,531-26-5022,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3336,39500bf1c,12.0,NORMAL,26/08/2025,531-26-5022,REDUCTOR,R002,LADO ACCIONAMIENTO
3337,6db47336,10.0,NORMAL,20/10/2025,531-26-5022,REDUCTOR,R002,LADO ACCIONAMIENTO
3338,fd46b918,20.0,NORMAL,20/10/2025,531-26-5020,POLÍN COLA,R002,LADO LIBRE
3339,d137b22e,21.0,NORMAL,20/10/2025,531-26-5020,POLÍN COLA,R002,LADO ACCIONAMIENTO
3340,65197a67,13.0,NORMAL,20/10/2025,531-26-2049,POLÍN COLA,R002,LADO LIBRE
3341,95a9afb5,13.0,NORMAL,20/10/2025,531-26-2049,POLÍN COLA,R002,LADO ACCIONAMIENTO
3342,7b665fbf,25.0,NORMAL,20/10/2025,531-26-2049,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3343,e239ab78,37.0,ENFRIAR,20/10/2025,531-26-2049,REDUCTOR,R002,LADO ACCIONAMIENTO
3344,e60708d3,18.0,NORMAL,20/10/2025,531-26-2049,POLÍN MOTRIZ,R002,LADO LIBRE
3345,5c738e23,20.0,NORMAL,20/10/2025,531-26-2022,POLÍN COLA,R002,LADO LIBRE
3346,5e4a8030,12.0,NORMAL,20/10/2025,531-26-2022,POLÍN COLA,R002,LADO ACCIONAMIENTO
3347,5cd5e462,18.0,NORMAL,20/10/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3348,506eae51,19.0,NORMAL,20/10/2025,531-26-2022,POLÍN MOTRIZ,R002,LADO LIBRE
3349,aad9cf41,34.0,ENFRIAR,20/10/2025,531-26-2022,REDUCTOR,R002,LADO ACCIONAMIENTO
3350,e7bf32b4,22.0,NORMAL,21/10/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
3351,7a69e3ee,47.0,ENFRIAR,21/10/2025,531-26-1154,REDUCTOR,R009,LADO ACCIONAMIENTO
3352,7836b196,33.0,ENFRIAR,21/10/2025,531-26-1154,POLÍN MOTRIZ,R009,LADO LIBRE
3353,8f3becc4,30.0,ENFRIAR,20/10/2025,531-26-5023,POLÍN MOTRIZ,R002,LADO ACCIONAMIENTO
3354,0d26ade5,47.0,ENFRIAR,20/10/2025,531-26-5023,REDUCTOR,R002,LADO ACCIONAMIENTO
3355,15c43af4,29.0,ENFRIAR,21/10/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO ACCIONAMIENTO
3356,ab32cb38,43.0,ENFRIAR,21/10/2025,531-26-2154,REDUCTOR,R009,LADO ACCIONAMIENTO
3357,e540fca3,45.0,ENFRIAR,21/10/2025,531-26-2154,POLÍN MOTRIZ,R009,LADO LIBRE
3358,64829c26,18.0,NORMAL,20/10/2025,531-26-5023,POLÍN COLA,R002,LADO ACCIONAMIENTO
3359,1ffe5ad7,22.0,NORMAL,21/10/2025,531-26-2154,POLÍN ANGULAR SUPERIOR,R009,LADO LIBRE
3360,f18bcd93,17.0,NORMAL,20/10/2025,531-26-5023,POLÍN COLA,R002,LADO LIBRE
3361,8af5c19c,24.0,NORMAL,21/10/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO LIBRE
3362,484c82b2,20.0,NORMAL,20/10/2025,531-26-5023,POLÍN MOTRIZ,R002,LADO LIBRE
3363,8172a233,20.0,NORMAL,21/10/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO LIBRE
3364,89316552,21.0,NORMAL,21/10/2025,531-26-2154,POLÍN ANGULAR SUPERIOR,R009,LADO ACCIONAMIENTO
3365,08eb065f,18.0,NORMAL,21/10/2025,531-26-2154,POLÍN ANGULAR INFERIOR,R009,LADO ACCIONAMIENTO
3366,4f72890e,25.0,NORMAL,20/10/2025,531-26-3006,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3367,ded02a44,31.0,ENFRIAR,20/10/2025,531-26-3006,REDUCTOR,R003,LADO ACCIONAMIENTO
3368,048d06bf,25.0,NORMAL,20/10/2025,531-26-3006,POLÍN MOTRIZ,R003,LADO LIBRE
3369,654a5469,21.0,NORMAL,20/10/2025,531-26-3006,POLÍN COLA,R003,LADO ACCIONAMIENTO
3370,9b364c7f,21.0,NORMAL,20/10/2025,531-26-3006,POLÍN COLA,R003,LADO LIBRE
3371,4f447de7,19.0,NORMAL,20/10/2025,531-26-3011,POLÍN COLA,R003,LADO LIBRE
3372,c7e2074d,19.0,NORMAL,20/10/2025,531-26-3011,POLÍN COLA,R003,LADO ACCIONAMIENTO
3373,2631e7d7,26.0,NORMAL,20/10/2025,531-26-3050,POLÍN COLA,R003,LADO LIBRE
3374,034faa7e,22.0,NORMAL,20/10/2025,531-26-3050,POLÍN COLA,R003,LADO ACCIONAMIENTO
3375,796de83dz,11.0,NORMAL,16/09/2025,531-26-1041,POLÍN COLA,R001,LADO LIBRE
3376,5d8dcf8ez,13.0,NORMAL,16/09/2025,531-26-1041,POLÍN COLA,R001,LADO ACCIONAMIENTO
3377,9ba87fce,34.0,ENFRIAR,20/10/2025,531-26-3051,POLÍN MOTRIZ,R003,LADO LIBRE
3378,afe8be14n,22.0,NORMAL,15/09/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
3379,345b155e,29.0,ENFRIAR,20/10/2025,531-26-3051,POLÍN COLA,R003,LADO LIBRE
3380,c152daf1,45.0,ENFRIAR,20/10/2025,531-26-3051,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3381,57afe2ee,46.0,ENFRIAR,20/10/2025,531-26-3051,REDUCTOR,R003,LADO ACCIONAMIENTO
3382,06d16ec6du,15.0,NORMAL,28/08/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
3383,6a6955ddfi,25.0,NORMAL,15/09/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
3384,e45d27d3,32.0,ENFRIAR,20/10/2025,531-26-3051,POLÍN COLA,R003,LADO ACCIONAMIENTO
3385,515744be,32.0,ENFRIAR,20/10/2025,531-26-3050,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3386,12941452,61.0,REQUIERE CAMBIO,20/10/2025,531-26-3050,REDUCTOR,R003,LADO ACCIONAMIENTO
3387,6ba23a63,29.0,ENFRIAR,20/10/2025,531-26-3050,POLÍN MOTRIZ,R003,LADO LIBRE
3388,f8a483dc,25.0,NORMAL,20/10/2025,531-26-6002,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3389,ee1747a0,37.0,ENFRIAR,20/10/2025,531-26-6002,REDUCTOR,R003,LADO ACCIONAMIENTO
3390,891ca6dd,20.0,NORMAL,20/10/2025,531-26-6002,POLÍN COLA,R003,LADO ACCIONAMIENTO
3391,bc007659,20.0,NORMAL,20/10/2025,531-26-6002,POLÍN COLA,R003,LADO LIBRE
3392,8aa16db1,25.0,NORMAL,20/10/2025,531-26-6002,POLÍN MOTRIZ,R003,LADO LIBRE
3393,849abfd1,21.0,NORMAL,20/10/2025,531-26-6011,POLÍN COLA,R003,LADO ACCIONAMIENTO
3394,8c7e5679,21.0,NORMAL,20/10/2025,531-26-6011,POLÍN COLA,R003,LADO LIBRE
3395,be400053d,17.0,NORMAL,15/09/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3396,cc0c02c9,21.0,NORMAL,20/10/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3397,05ececd2d,33.0,ENFRIAR,15/09/2025,531-26-6011,REDUCTOR,R003,LADO ACCIONAMIENTO
3398,73f80a44,31.0,ENFRIAR,20/10/2025,531-26-6011,REDUCTOR,R003,LADO ACCIONAMIENTO
3399,415dba6d,24.0,NORMAL,20/10/2025,531-26-6012,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3400,40546cd1A,36.0,ENFRIAR,04/06/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3401,40546cd1copyS,36.0,ENFRIAR,16/06/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3402,06f53694D,45.0,ENFRIAR,24/06/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3403,06f53694copy1F,45.0,ENFRIAR,08/07/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3404,06f53694copy2G,45.0,ENFRIAR,15/07/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3405,06f53694copy3H,45.0,ENFRIAR,23/07/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3406,259fc015J,39.0,ENFRIAR,08/08/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3407,e9009f6fK,34.0,ENFRIAR,18/08/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3408,c2b73412L,34.0,ENFRIAR,28/08/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3409,696d5a21,40.0,ENFRIAR,15/09/2025,531-26-6060,REDUCTOR,R003,
3410,f204e71c,19.0,NORMAL,20/10/2025,531-26-6012,POLÍN MOTRIZ,R003,LADO LIBRE
3411,00b3d097ee,15.0,NORMAL,15/09/2025,531-26-6012,POLÍN COLA,R003,LADO LIBRE
3412,0ca1d202,19.0,NORMAL,20/10/2025,531-26-6012,POLÍN COLA,R003,LADO LIBRE
3413,53c8c887y,13.0,NORMAL,15/09/2025,531-26-6012,POLÍN COLA,R003,LADO ACCIONAMIENTO
3414,05a971a6,19.0,NORMAL,20/10/2025,531-26-6012,POLÍN COLA,R003,LADO ACCIONAMIENTO
3415,ec0499e4,22.0,NORMAL,20/10/2025,531-26-6009,POLÍN COLA,R003,LADO ACCIONAMIENTO
3416,485064a9,22.0,NORMAL,20/10/2025,531-26-6009,POLÍN COLA,R003,LADO LIBRE
3417,3496975f,24.0,NORMAL,20/10/2025,531-26-6009,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3418,5a1474ba,33.0,ENFRIAR,20/10/2025,531-26-6009,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3419,dcafea5c,46.0,ENFRIAR,20/10/2025,531-26-6009,REDUCTOR,R003,LADO ACCIONAMIENTO
3420,7c57db7e,29.0,ENFRIAR,20/10/2025,531-26-6060,POLÍN COLA,R003,LADO LIBRE
3421,2af7c77e,26.0,NORMAL,20/10/2025,531-26-6060,POLÍN COLA,R003,LADO ACCIONAMIENTO
3422,a9f996fe,27.0,NORMAL,20/10/2025,531-26-3045,POLÍN COLA,R003,LADO LIBRE
3423,443d3332,27.0,NORMAL,20/10/2025,531-26-3045,POLÍN COLA,R003,LADO ACCIONAMIENTO
3424,7e18780c,24.0,NORMAL,20/10/2025,531-26-6060,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3425,e621fcef,27.0,NORMAL,20/10/2025,531-26-6060,REDUCTOR,R003,LADO ACCIONAMIENTO
3426,b6bf3922,23.0,NORMAL,20/10/2025,531-26-6060,POLÍN MOTRIZ,R003,LADO LIBRE
3427,115d55fc,22.0,NORMAL,20/10/2025,531-26-3045,POLÍN ANGULAR INFERIOR,R003,LADO LIBRE
3428,2d620e5c,25.0,NORMAL,20/10/2025,531-26-3045,POLÍN ANGULAR SUPERIOR,R003,LADO LIBRE
3429,3f1057af,23.0,NORMAL,20/10/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO LIBRE
3430,81d41639,30.0,ENFRIAR,20/10/2025,531-26-3045,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3431,2d58959c,50.0,ENFRIAR,20/10/2025,531-26-3045,REDUCTOR,R003,LADO ACCIONAMIENTO
3432,3dfd70ed,20.0,NORMAL,20/10/2025,531-26-6011,POLÍN MOTRIZ,R003,LADO LIBRE
3433,99857942,20.0,NORMAL,20/10/2025,531-26-3019,POLÍN COLA,R003,LADO ACCIONAMIENTO
3434,1675b6d7,19.0,NORMAL,20/10/2025,531-26-3019,POLÍN ENVOLVENTE,R003,LADO ACCIONAMIENTO
3435,b51c378cD,14.0,NORMAL,15/09/2025,531-26-3019,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3436,e6682340,26.0,NORMAL,20/10/2025,531-26-3019,POLÍN MOTRIZ,R003,LADO ACCIONAMIENTO
3437,a4e1c6f0d,42.0,ENFRIAR,15/09/2025,531-26-3019,REDUCTOR,R003,LADO ACCIONAMIENTO
3438,2ce7a85a,44.0,ENFRIAR,20/10/2025,531-26-3019,REDUCTOR,R003,LADO ACCIONAMIENTO
3439,3c690438,27.0,NORMAL,20/10/2025,531-26-3019,POLÍN COLA,R003,LADO LIBRE
3440,f62bf7f1,22.0,NORMAL,20/10/2025,531-26-3019,POLÍN ENVOLVENTE,R003,LADO LIBRE
3441,70ce1471,21.0,NORMAL,20/10/2025,531-26-3019,POLÍN MOTRIZ,R003,LADO LIBRE
3442,bddd0128z,17.0,NORMAL,16/09/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO LIBRE
3443,710a7c3fz,22.0,NORMAL,16/09/2025,531-26-1041,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
3444,fbbaa420z,52.0,ENFRIAR,16/09/2025,531-26-1041,REDUCTOR,R001,LADO ACCIONAMIENTO
3445,afd8e660bz,15.0,NORMAL,16/09/2025,531-26-1042,POLÍN COLA,R001,LADO LIBRE
3446,19a574febz,20.0,NORMAL,16/09/2025,531-26-1042,POLÍN COLA,R001,LADO ACCIONAMIENTO
3447,4813916dsz,10.0,NORMAL,16/09/2025,531-26-1042,POLÍN MOTRIZ,R001,LADO LIBRE
3448,71a0b7fegz,17.0,NORMAL,16/09/2025,531-26-1042,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
3449,2ee0f982ez,14.0,NORMAL,16/09/2025,531-26-1042,REDUCTOR,R001,LADO ACCIONAMIENTO
3450,9d15eb34z,10.0,NORMAL,16/09/2025,531-26-1049,POLÍN COLA,R001,LADO ACCIONAMIENTO
3451,9ad3e773z,10.0,NORMAL,16/09/2025,531-26-1049,POLÍN COLA,R001,LADO LIBRE
3452,76b4d4aez,15.0,NORMAL,16/09/2025,531-26-1049,POLÍN MOTRIZ,R001,LADO ACCIONAMIENTO
